L1,R1,R2
Avp,Vipr1,
Avp,Mc4r,
Avp,Mc5r,
Avp,Htr7,
Avp,Trhr,
Avp,Crhr1,
Avp,Hrh1,
Avp,Adcyap1r1,
Avp,Vipr2,
Avp,Htr2b,
Avp,Mc3r,
Avp,Glp1r,
Avp,Xcr1,
Avp,Bdkrb1,
Avp,Gcgr,
Avp,Sctr,
Avp,Gipr,
Avp,Pth2r,
Avp,Htr6,
Avp,F2rl1,
Avp,Lrp2,
Avp,Mc2r,
Avp,Mc1r,
Avp,Ghrhr,
Avp,Pth1r,
Avp,Crhr2,
Avp,Htr4,
Avp,Calcrl,
Avp,Npsr1,
Avp,Prokr2,
Avp,Prokr1,
Avp,Rxfp2,
Avp,Lpar1,
Avp,Ghsr,
Avp,Kiss1r,
Avp,Qrfpr,
Avp,F2rl3,
Avp,Lpar4,
Avp,Mchr1,
Avp,Nmur2,
Avp,Npffr1,
Avp,Nmur1,
Avp,Lpar2,
Avp,Rxfp1,
Avp,Uts2r,
Avp,Fzd4,
Avp,Npffr2,
Pomc,Htr1a,
Pomc,Tshr,
Pomc,Fpr1,
Pomc,C5ar1,
Pomc,Lhcgr,
Pomc,Fshr,
Pomc,Hrh2,
Pomc,Cxcr1,
Pomc,Cxcr2,
Pomc,Fpr2,
Pomc,Ackr3,
Pomc,Npy1r,
Pomc,Htr1d,
Pomc,Htr1b,
Pomc,Bdkrb2,
Pomc,Avpr2,
Pomc,Sstr1,
Pomc,Sstr2,
Pomc,Htr1f,
Pomc,Calcr,
Pomc,Sstr4,
Pomc,Vipr1,
Pomc,Ccr1,
Pomc,Ccr7,
Pomc,Cxcr5,
Pomc,Sstr3,
Pomc,Htr7,
Pomc,Crhr1,
Pomc,Sstr5,
Pomc,Aplnr,
Pomc,Oprl1,
Pomc,Adcyap1r1,
Pomc,Vipr2,
Pomc,Ccr2,
Pomc,Glp1r,
Pomc,Ccr10,
Pomc,Bdkrb1,
Pomc,Galr1,
Pomc,Gcgr,
Pomc,Sctr,
Pomc,Htr5a,
Pomc,Mtnr1a,
Pomc,Npbwr1,
Pomc,Gipr,
Pomc,Npy2r,
Pomc,Pth2r,
Pomc,Mtnr1b,
Pomc,Cxcr3,
Pomc,Agtr2,
Pomc,Htr6,
Pomc,Ccr3,
Pomc,Ccr4,
Pomc,Ccr5,
Pomc,Ccr6,
Pomc,Ccr8,
Pomc,Ccr9,
Pomc,Cxcr4,
Pomc,Ghrhr,
Pomc,Pth1r,
Pomc,Crhr2,
Pomc,Htr4,
Pomc,Grm4,
Pomc,P2ry14,
Pomc,Npy5r,
Pomc,C3ar1,
Pomc,Calcrl,
Pomc,Npsr1,
Pomc,Rxfp4,
Pomc,Rxfp2,
Pomc,Lpar1,
Pomc,Mchr1,
Pomc,Nmur2,
Pomc,Hrh4,
Pomc,Nmur1,
Pomc,Lpar2,
Pomc,Rxfp1,
Pomc,Rxfp3,
Pomc,Hrh3,
Pomc,Gpr44,
Penk,Htr1a,
Penk,Fpr1,
Penk,C5ar1,
Penk,Cxcr1,
Penk,Cxcr2,
Penk,Fpr2,
Penk,Ackr3,
Penk,Npy1r,
Penk,Htr1d,
Penk,Htr1b,
Penk,Bdkrb2,
Penk,Sstr1,
Penk,Sstr2,
Penk,Htr1f,
Penk,Sstr4,
Penk,Ccr1,
Penk,Ccr7,
Penk,Cxcr5,
Penk,Sstr3,
Penk,Sstr5,
Penk,Aplnr,
Penk,Ccr2,
Penk,Ccr10,
Penk,Bdkrb1,
Penk,Galr1,
Penk,Htr5a,
Penk,Mtnr1a,
Penk,Npbwr1,
Penk,Npy2r,
Penk,Mtnr1b,
Penk,Cxcr3,
Penk,Agtr2,
Penk,Ccr3,
Penk,Ccr4,
Penk,Ccr5,
Penk,Ccr6,
Penk,Ccr8,
Penk,Ccr9,
Penk,Cxcr4,
Penk,Grm4,
Penk,P2ry14,
Penk,Npy5r,
Penk,C3ar1,
Penk,Rxfp4,
Penk,Lpar1,
Penk,Mchr1,
Penk,Nmur2,
Penk,Hrh4,
Penk,Nmur1,
Penk,Lpar2,
Penk,Rxfp3,
Penk,Hrh3,
Penk,Gpr44,
Pdyn,Htr1a,
Pdyn,Fpr1,
Pdyn,C5ar1,
Pdyn,Cxcr1,
Pdyn,Cxcr2,
Pdyn,Fpr2,
Pdyn,Ackr3,
Pdyn,Npy1r,
Pdyn,Htr1d,
Pdyn,Htr1b,
Pdyn,Bdkrb2,
Pdyn,Sstr1,
Pdyn,Sstr2,
Pdyn,Htr1f,
Pdyn,Sstr4,
Pdyn,Ccr1,
Pdyn,Ccr7,
Pdyn,Cxcr5,
Pdyn,Sstr3,
Pdyn,Sstr5,
Pdyn,Aplnr,
Pdyn,Oprl1,
Pdyn,Ccr2,
Pdyn,Ccr10,
Pdyn,Bdkrb1,
Pdyn,Galr1,
Pdyn,Htr5a,
Pdyn,Mtnr1a,
Pdyn,Npbwr1,
Pdyn,Npy2r,
Pdyn,Mtnr1b,
Pdyn,Cxcr3,
Pdyn,Agtr2,
Pdyn,Ccr3,
Pdyn,Ccr4,
Pdyn,Ccr5,
Pdyn,Ccr6,
Pdyn,Ccr8,
Pdyn,Ccr9,
Pdyn,Cxcr4,
Pdyn,Grm4,
Pdyn,P2ry14,
Pdyn,Npy5r,
Pdyn,C3ar1,
Pdyn,Rxfp4,
Pdyn,Lpar1,
Pdyn,Mchr1,
Pdyn,Nmur2,
Pdyn,Hrh4,
Pdyn,Nmur1,
Pdyn,Lpar2,
Pdyn,Rxfp3,
Pdyn,Hrh3,
Pdyn,Gpr44,
Cga,Hrh2,
Cga,Avpr2,
Cga,Calcr,
Cga,Vipr1,
Cga,Mc4r,
Cga,Mc5r,
Cga,Htr7,
Cga,Crhr1,
Cga,Adcyap1r1,
Cga,Vipr2,
Cga,Mc3r,
Cga,Glp1r,
Cga,Gcgr,
Cga,Sctr,
Cga,Gipr,
Cga,Pth2r,
Cga,Htr6,
Cga,Mc2r,
Cga,Mc1r,
Cga,Ghrhr,
Cga,Pth1r,
Cga,Crhr2,
Cga,Htr4,
Cga,Calcrl,
Cga,Npsr1,
Cga,Rxfp2,
Cga,Rxfp1,
Tshb,Lhcgr,
Tshb,Fshr,
Tshb,Hrh2,
Tshb,Avpr2,
Tshb,Calcr,
Tshb,Vipr1,
Tshb,Mc4r,
Tshb,Mc5r,
Tshb,Htr7,
Tshb,Crhr1,
Tshb,Adcyap1r1,
Tshb,Vipr2,
Tshb,Mc3r,
Tshb,Glp1r,
Tshb,Gcgr,
Tshb,Sctr,
Tshb,Gipr,
Tshb,Pth2r,
Tshb,Htr6,
Tshb,Mc2r,
Tshb,Mc1r,
Tshb,Ghrhr,
Tshb,Pth1r,
Tshb,Crhr2,
Tshb,Htr4,
Tshb,Calcrl,
Tshb,Npsr1,
Tshb,Rxfp2,
Tshb,Rxfp1,
Fshb,Tshr,
Fshb,Lhcgr,
Fshb,Hrh2,
Fshb,Avpr2,
Fshb,Calcr,
Fshb,Vipr1,
Fshb,Mc4r,
Fshb,Mc5r,
Fshb,Htr7,
Fshb,Crhr1,
Fshb,Adcyap1r1,
Fshb,Vipr2,
Fshb,Mc3r,
Fshb,Glp1r,
Fshb,Gcgr,
Fshb,Sctr,
Fshb,Gipr,
Fshb,Pth2r,
Fshb,Htr6,
Fshb,Mc2r,
Fshb,Mc1r,
Fshb,Ghrhr,
Fshb,Pth1r,
Fshb,Crhr2,
Fshb,Htr4,
Fshb,Calcrl,
Fshb,Npsr1,
Fshb,Rxfp2,
Fshb,Rxfp1,
Lhb,Tshr,
Lhb,Fshr,
Lhb,Hrh2,
Lhb,Avpr2,
Lhb,Calcr,
Lhb,Vipr1,
Lhb,Mc4r,
Lhb,Mc5r,
Lhb,Htr7,
Lhb,Crhr1,
Lhb,Adcyap1r1,
Lhb,Vipr2,
Lhb,Mc3r,
Lhb,Glp1r,
Lhb,Gcgr,
Lhb,Sctr,
Lhb,Gipr,
Lhb,Pth2r,
Lhb,Htr6,
Lhb,Mc2r,
Lhb,Mc1r,
Lhb,Ghrhr,
Lhb,Pth1r,
Lhb,Crhr2,
Lhb,Htr4,
Lhb,Calcrl,
Lhb,Npsr1,
Lhb,Rxfp2,
Lhb,Rxfp1,
Pth,Tshr,
Pth,Lhcgr,
Pth,Fshr,
Pth,Hrh2,
Pth,Avpr2,
Pth,Calcr,
Pth,Vipr1,
Pth,Mc4r,
Pth,Mc5r,
Pth,Htr7,
Pth,Crhr1,
Pth,Adcyap1r1,
Pth,Vipr2,
Pth,Mc3r,
Pth,Glp1r,
Pth,Gcgr,
Pth,Sctr,
Pth,Gipr,
Pth,Htr6,
Pth,Mc2r,
Pth,Mc1r,
Pth,Ghrhr,
Pth,Crhr2,
Pth,Htr4,
Pth,Calcrl,
Pth,Npsr1,
Pth,Rxfp2,
Pth,Rxfp1,
Vip,Tshr,
Vip,Lhcgr,
Vip,Fshr,
Vip,Hrh2,
Vip,Avpr2,
Vip,Calcr,
Vip,Mc4r,
Vip,Mc5r,
Vip,Htr7,
Vip,Crhr1,
Vip,Avpr1a,
Vip,Mc3r,
Vip,Glp1r,
Vip,Gcgr,
Vip,Gipr,
Vip,Pth2r,
Vip,Htr6,
Vip,Mc2r,
Vip,Mc1r,
Vip,Ghrhr,
Vip,Pth1r,
Vip,Crhr2,
Vip,Htr4,
Vip,Calcrl,
Vip,Npsr1,
Vip,Rxfp2,
Vip,Rxfp1,
Ghrh,Tshr,
Ghrh,Lhcgr,
Ghrh,Fshr,
Ghrh,Calcr,
Ghrh,Htr7,
Ghrh,Crhr1,
Ghrh,Vipr2,
Ghrh,Glp1r,
Ghrh,Gipr,
Ghrh,Htr6,
Ghrh,Pth1r,
Ghrh,Crhr2,
Ghrh,Htr4,
Ppy,Htr1a,
Ppy,Fpr1,
Ppy,C5ar1,
Ppy,Cxcr1,
Ppy,Cxcr2,
Ppy,Fpr2,
Ppy,Ackr3,
Ppy,Htr1d,
Ppy,Htr1b,
Ppy,Bdkrb2,
Ppy,Sstr1,
Ppy,Sstr2,
Ppy,Htr1f,
Ppy,Sstr4,
Ppy,Ccr1,
Ppy,Ccr7,
Ppy,Cxcr5,
Ppy,Sstr3,
Ppy,Sstr5,
Ppy,Oprm1,
Ppy,Aplnr,
Ppy,Oprd1,
Ppy,Oprk1,
Ppy,Oprl1,
Ppy,Ccr2,
Ppy,Ccr10,
Ppy,Bdkrb1,
Ppy,Galr1,
Ppy,Htr5a,
Ppy,Mtnr1a,
Ppy,Npbwr1,
Ppy,Mtnr1b,
Ppy,Cxcr3,
Ppy,Agtr2,
Ppy,Ccr3,
Ppy,Ccr4,
Ppy,Ccr5,
Ppy,Ccr6,
Ppy,Ccr8,
Ppy,Ccr9,
Ppy,Cxcr4,
Ppy,Grm4,
Ppy,P2ry14,
Ppy,C3ar1,
Ppy,Rxfp4,
Ppy,Lpar1,
Ppy,Mchr1,
Ppy,Nmur2,
Ppy,Hrh4,
Ppy,Nmur1,
Ppy,Lpar2,
Ppy,Rxfp3,
Ppy,Hrh3,
Ppy,Gpr44,
Npy,Htr1a,
Npy,Fpr1,
Npy,C5ar1,
Npy,Cxcr1,
Npy,Cxcr2,
Npy,Fpr2,
Npy,Ackr3,
Npy,Htr1d,
Npy,Htr1b,
Npy,Bdkrb2,
Npy,Sstr1,
Npy,Sstr2,
Npy,Htr1f,
Npy,Sstr4,
Npy,Ccr1,
Npy,Ccr7,
Npy,Cxcr5,
Npy,Sstr3,
Npy,Sstr5,
Npy,Oprm1,
Npy,Aplnr,
Npy,Oprd1,
Npy,Oprk1,
Npy,Oprl1,
Npy,Ccr2,
Npy,Ccr10,
Npy,Bdkrb1,
Npy,Galr1,
Npy,Htr5a,
Npy,Mtnr1a,
Npy,Npbwr1,
Npy,Mtnr1b,
Npy,Cxcr3,
Npy,Agtr2,
Npy,Ccr3,
Npy,Ccr4,
Npy,Ccr5,
Npy,Ccr6,
Npy,Ccr8,
Npy,Ccr9,
Npy,Cxcr4,
Npy,Grm4,
Npy,P2ry14,
Npy,C3ar1,
Npy,Rxfp4,
Npy,Lpar1,
Npy,Mchr1,
Npy,Nmur2,
Npy,Hrh4,
Npy,Nmur1,
Npy,Lpar2,
Npy,Rxfp3,
Npy,Hrh3,
Npy,Gpr44,
Gast,Tacr2,
Gast,Ednrb,
Gast,Fpr2,
Gast,Ednra,
Gast,Tacr1,
Gast,F2r,
Gast,Htr2a,
Gast,Htr2c,
Gast,Nmbr,
Gast,Tacr3,
Gast,Bdkrb2,
Gast,Grpr,
Gast,Agtr1a,
Gast,Oxtr,
Gast,Gnrhr,
Gast,Ntsr1,
Gast,Trhr,
Gast,Hrh1,
Gast,Avpr1a,
Gast,Htr2b,
Gast,Xcr1,
Gast,Bdkrb1,
Gast,Gcgr,
Gast,Avpr1b,
Gast,F2rl1,
Gast,Npsr1,
Gast,Prokr2,
Gast,Prokr1,
Gast,Lpar1,
Gast,Ghsr,
Gast,Kiss1r,
Gast,Qrfpr,
Gast,F2rl3,
Gast,Lpar4,
Gast,Mchr1,
Gast,Nmur2,
Gast,Npffr1,
Gast,Nmur1,
Gast,Lpar2,
Gast,Uts2r,
Gast,Npffr2,
Tnf,Fas,
Tnf,Flt4,
Apoe,Sdc2,
Apoe,Gpc1,
Apoe,Tyro3,
Fn1,Tfrc,
Fn1,Rpsa,
Fn1,Igf2r,
Fn1,Ddr1,
Pf4,Htr1a,
Pf4,C5ar1,
Pf4,Cxcr2,
Pf4,Ackr3,
Pf4,Htr1d,
Pf4,Htr1b,
Pf4,Htr1f,
Pf4,Sstr3,
Pf4,Oprm1,
Pf4,Aplnr,
Pf4,Oprd1,
Pf4,Oprk1,
Pf4,Ccr2,
Pf4,Bdkrb1,
Pf4,Htr5a,
Pf4,Mtnr1b,
Pf4,Agtr2,
Pf4,Ccr5,
Pf4,Ccr6,
Pf4,Ccr9,
Pf4,Cxcr4,
Pf4,P2ry14,
Pf4,Lpar1,
Pf4,Nmur1,
Cxcl10,Htr1a,
Cxcl10,Fpr1,
Cxcl10,C5ar1,
Cxcl10,Cxcr1,
Cxcl10,Cxcr2,
Cxcl10,Fpr2,
Cxcl10,Ackr3,
Cxcl10,Npy1r,
Cxcl10,Htr1d,
Cxcl10,Htr1b,
Cxcl10,Bdkrb2,
Cxcl10,Sstr1,
Cxcl10,Sstr2,
Cxcl10,Htr1f,
Cxcl10,Sstr4,
Cxcl10,Ccr1,
Cxcl10,Ccr7,
Cxcl10,Cxcr5,
Cxcl10,Sstr3,
Cxcl10,Sstr5,
Cxcl10,Oprm1,
Cxcl10,Aplnr,
Cxcl10,Oprd1,
Cxcl10,Oprk1,
Cxcl10,Oprl1,
Cxcl10,Ccr2,
Cxcl10,Ccr10,
Cxcl10,Bdkrb1,
Cxcl10,Galr1,
Cxcl10,Htr5a,
Cxcl10,Mtnr1a,
Cxcl10,Npbwr1,
Cxcl10,Npy2r,
Cxcl10,Mtnr1b,
Cxcl10,Agtr2,
Cxcl10,Ccr4,
Cxcl10,Ccr5,
Cxcl10,Ccr6,
Cxcl10,Ccr8,
Cxcl10,Ccr9,
Cxcl10,Grm4,
Cxcl10,P2ry14,
Cxcl10,Npy5r,
Cxcl10,C3ar1,
Cxcl10,Rxfp4,
Cxcl10,Lpar1,
Cxcl10,Mchr1,
Cxcl10,Nmur2,
Cxcl10,Hrh4,
Cxcl10,Lpar2,
Cxcl10,Rxfp3,
Cxcl10,Hrh3,
Cxcl10,Gpr44,
Trf,Igf2r,
Trf,Lrp2,
Trf,Fzd4,
Ltf,Ntrk1,
Vtn,Sdc4,
Vtn,Sdc2,
Anxa1,Htr1a,
Anxa1,Tacr2,
Anxa1,C5ar1,
Anxa1,Ednrb,
Anxa1,Cxcr1,
Anxa1,Cxcr2,
Anxa1,Ednra,
Anxa1,Tacr1,
Anxa1,Ackr3,
Anxa1,F2r,
Anxa1,Npy1r,
Anxa1,Htr1d,
Anxa1,Htr1b,
Anxa1,Htr2a,
Anxa1,Htr2c,
Anxa1,Nmbr,
Anxa1,Tacr3,
Anxa1,Bdkrb2,
Anxa1,Grpr,
Anxa1,Agtr1a,
Anxa1,Oxtr,
Anxa1,Sstr1,
Anxa1,Sstr2,
Anxa1,Htr1f,
Anxa1,Gnrhr,
Anxa1,Ntsr1,
Anxa1,Sstr4,
Anxa1,Cckar,
Anxa1,Cckbr,
Anxa1,Ccr1,
Anxa1,Ccr7,
Anxa1,Cxcr5,
Anxa1,Sstr3,
Anxa1,Trhr,
Anxa1,Sstr5,
Anxa1,Hrh1,
Anxa1,Oprm1,
Anxa1,Aplnr,
Anxa1,Bmpr1a,
Anxa1,Avpr1a,
Anxa1,Oprd1,
Anxa1,Oprk1,
Anxa1,Oprl1,
Anxa1,Htr2b,
Anxa1,Ccr2,
Anxa1,Ccr10,
Anxa1,Xcr1,
Anxa1,Bdkrb1,
Anxa1,Galr1,
Anxa1,Gcgr,
Anxa1,Htr5a,
Anxa1,Avpr1b,
Anxa1,Mtnr1a,
Anxa1,Npbwr1,
Anxa1,Npy2r,
Anxa1,Mtnr1b,
Anxa1,Cxcr3,
Anxa1,Agtr2,
Anxa1,Ccr3,
Anxa1,Ccr4,
Anxa1,Ccr5,
Anxa1,Ccr6,
Anxa1,Ccr8,
Anxa1,Ccr9,
Anxa1,F2rl1,
Anxa1,Cxcr4,
Anxa1,Grm4,
Anxa1,P2ry14,
Anxa1,Npy5r,
Anxa1,C3ar1,
Anxa1,Npsr1,
Anxa1,Prokr2,
Anxa1,Prokr1,
Anxa1,Rxfp4,
Anxa1,Lpar1,
Anxa1,Ghsr,
Anxa1,Kiss1r,
Anxa1,Qrfpr,
Anxa1,F2rl3,
Anxa1,Lpar4,
Anxa1,Mchr1,
Anxa1,Nmur2,
Anxa1,Npffr1,
Anxa1,Hrh4,
Anxa1,Nmur1,
Anxa1,Lpar2,
Anxa1,Rxfp3,
Anxa1,Uts2r,
Anxa1,Hrh3,
Anxa1,Npffr2,
Anxa1,Gpr44,
Apob,Igf2r,
Apob,Sdc1,
Apob,Avpr2,
Apob,Sdc4,
Apob,Sdc2,
Apob,Gpc1,
Apob,Vldlr,
Apob,Lrp8,
Apob,Scarf1,
Apob,P2ry14,
Apob,Fzd4,
Csf2,Il5ra,
Vwf,Itgb5,
H2-K1,Erbb3,
H2-D1,Erbb3,
Gm8909,Erbb3,
H2-Bl,Erbb3,
Gm10499,Erbb3,
H2-Q4,Erbb3,
H2-Q6,Erbb3,
H2-Q7,Erbb3,
H2-Q10,Erbb3,
H2-Q1,Erbb3,
H2-Q2,Erbb3,
H2-K1,Bmpr1a,
H2-D1,Bmpr1a,
Gm8909,Bmpr1a,
H2-Bl,Bmpr1a,
Gm10499,Bmpr1a,
H2-Q4,Bmpr1a,
H2-Q6,Bmpr1a,
H2-Q7,Bmpr1a,
H2-Q10,Bmpr1a,
H2-Q1,Bmpr1a,
H2-Q2,Bmpr1a,
H2-K1,Ptch1,
H2-D1,Ptch1,
Gm8909,Ptch1,
H2-Bl,Ptch1,
Gm10499,Ptch1,
H2-Q4,Ptch1,
H2-Q6,Ptch1,
H2-Q7,Ptch1,
H2-Q10,Ptch1,
H2-Q1,Ptch1,
H2-Q2,Ptch1,
H2-Q10,Il20rb,
Wnt1,Fzd2,
Wnt1,Fzd4,
App,Igf1r,
App,Htr1a,
App,Alox5,
App,Cd36,
App,Tacr2,
App,Fpr1,
App,C5ar1,
App,Fgfr2,
App,Itga6,
App,Ednrb,
App,Cxcr1,
App,Cxcr2,
App,Ednra,
App,Tacr1,
App,Ackr3,
App,F2r,
App,Npy1r,
App,Cntfr,
App,Htr1d,
App,Htr1b,
App,Htr2a,
App,Htr2c,
App,Nmbr,
App,Epha2,
App,Tacr3,
App,Bdkrb2,
App,Grpr,
App,Agtr1a,
App,Oxtr,
App,Sstr1,
App,Sstr2,
App,Htr1f,
App,Gnrhr,
App,Ntsr1,
App,Sstr4,
App,Cckar,
App,Cckbr,
App,Ccr1,
App,Ccr7,
App,Cxcr5,
App,Sstr3,
App,Trhr,
App,Sstr5,
App,Hrh1,
App,Oprm1,
App,Aplnr,
App,Avpr1a,
App,Oprd1,
App,Oprk1,
App,Oprl1,
App,Vipr2,
App,Htr2b,
App,Ccr2,
App,Ccr10,
App,Xcr1,
App,Bdkrb1,
App,Galr1,
App,Gcgr,
App,Htr5a,
App,Avpr1b,
App,Mtnr1a,
App,Npbwr1,
App,Npy2r,
App,Mtnr1b,
App,Cxcr3,
App,Agtr2,
App,Ccr3,
App,Ccr4,
App,Ccr5,
App,Ccr6,
App,Ccr8,
App,Ccr9,
App,Pde1a,
App,Ephb4,
App,F2rl1,
App,Cxcr4,
App,Tek,
App,Crhr2,
App,Grm4,
App,P2ry14,
App,Npy5r,
App,Ntrk3,
App,C3ar1,
App,Npsr1,
App,Prokr2,
App,Rxfp4,
App,Lpar1,
App,Nrcam,
App,Ghsr,
App,Tnfrsf14,
App,Kiss1r,
App,Lingo1,
App,Robo3,
App,Qrfpr,
App,F2rl3,
App,Lpar4,
App,Mchr1,
App,Nmur2,
App,Npffr1,
App,Hrh4,
App,Nmur1,
App,Lpar2,
App,Rxfp3,
App,Uts2r,
App,Hrh3,
App,Npffr2,
App,Gpr44,
Il5,Csf2ra,
Il5,Il3ra,
Fgf1,Tgfbr3,
Edn1,Tacr2,
Edn1,Fpr2,
Edn1,Tacr1,
Edn1,F2r,
Edn1,Htr2a,
Edn1,Htr2c,
Edn1,Nmbr,
Edn1,Tacr3,
Edn1,Bdkrb2,
Edn1,Grpr,
Edn1,Agtr1a,
Edn1,Oxtr,
Edn1,Gnrhr,
Edn1,Ntsr1,
Edn1,Cckar,
Edn1,Cckbr,
Edn1,Trhr,
Edn1,Hrh1,
Edn1,Avpr1a,
Edn1,Htr2b,
Edn1,Xcr1,
Edn1,Bdkrb1,
Edn1,Gcgr,
Edn1,Avpr1b,
Edn1,F2rl1,
Edn1,Npsr1,
Edn1,Prokr2,
Edn1,Prokr1,
Edn1,Lpar1,
Edn1,Ghsr,
Edn1,Kiss1r,
Edn1,Qrfpr,
Edn1,F2rl3,
Edn1,Lpar4,
Edn1,Mchr1,
Edn1,Nmur2,
Edn1,Npffr1,
Edn1,Nmur1,
Edn1,Lpar2,
Edn1,Uts2r,
Edn1,Npffr2,
Cck,Tacr2,
Cck,Ednrb,
Cck,Fpr2,
Cck,Ednra,
Cck,Tacr1,
Cck,F2r,
Cck,Htr2a,
Cck,Htr2c,
Cck,Nmbr,
Cck,Tacr3,
Cck,Bdkrb2,
Cck,Grpr,
Cck,Agtr1a,
Cck,Oxtr,
Cck,Gnrhr,
Cck,Ntsr1,
Cck,Trhr,
Cck,Hrh1,
Cck,Avpr1a,
Cck,Htr2b,
Cck,Xcr1,
Cck,Bdkrb1,
Cck,Gcgr,
Cck,Avpr1b,
Cck,F2rl1,
Cck,Npsr1,
Cck,Prokr2,
Cck,Prokr1,
Cck,Lpar1,
Cck,Ghsr,
Cck,Kiss1r,
Cck,Qrfpr,
Cck,F2rl3,
Cck,Lpar4,
Cck,Mchr1,
Cck,Nmur2,
Cck,Npffr1,
Cck,Nmur1,
Cck,Lpar2,
Cck,Uts2r,
Cck,Npffr2,
Crh,Tshr,
Crh,Lhcgr,
Crh,Fshr,
Crh,Hrh2,
Crh,Avpr2,
Crh,Calcr,
Crh,Vipr1,
Crh,Mc4r,
Crh,Mc5r,
Crh,Htr7,
Crh,Adcyap1r1,
Crh,Vipr2,
Crh,Mc3r,
Crh,Glp1r,
Crh,Gcgr,
Crh,Sctr,
Crh,Gipr,
Crh,Pth2r,
Crh,Htr6,
Crh,Mc1r,
Crh,Ghrhr,
Crh,Pth1r,
Crh,Htr4,
Crh,Calcrl,
Crh,Npsr1,
Crh,Rxfp2,
Crh,Rxfp1,
Grp,Tacr2,
Grp,Ednrb,
Grp,Fpr2,
Grp,Ednra,
Grp,Tacr1,
Grp,F2r,
Grp,Htr2a,
Grp,Htr2c,
Grp,Tacr3,
Grp,Bdkrb2,
Grp,Agtr1a,
Grp,Oxtr,
Grp,Gnrhr,
Grp,Ntsr1,
Grp,Cckar,
Grp,Cckbr,
Grp,Trhr,
Grp,Hrh1,
Grp,Avpr1a,
Grp,Htr2b,
Grp,Xcr1,
Grp,Bdkrb1,
Grp,Gcgr,
Grp,Avpr1b,
Grp,F2rl1,
Grp,Npsr1,
Grp,Prokr2,
Grp,Prokr1,
Grp,Lpar1,
Grp,Ghsr,
Grp,Kiss1r,
Grp,Qrfpr,
Grp,F2rl3,
Grp,Lpar4,
Grp,Mchr1,
Grp,Nmur2,
Grp,Npffr1,
Grp,Nmur1,
Grp,Lpar2,
Grp,Uts2r,
Grp,Npffr2,
Psap,Sort1,
Lamb1,Itgb4,
Lamb1,Itga2,
Lamb1,Itga3,
Lamb1,Itga1,
Lamb1,Itga7,
Lamb1,Dag1,
Thbs1,Itga2b,
Thbs1,Calcr,
Thbs1,Lrp2,
Inhba,Acvrl1,
Nmb,Ednrb,
Nmb,Tacr1,
Nmb,Htr2a,
Nmb,Htr2c,
Nmb,Agtr1a,
Nmb,Avpr1a,
Nmb,Htr2b,
Nmb,Bdkrb1,
Nmb,F2rl1,
Nmb,Lpar1,
Nmb,Kiss1r,
Nmb,Nmur1,
Gip,Tshr,
Gip,Lhcgr,
Gip,Fshr,
Gip,Calcr,
Gip,Vipr1,
Gip,Htr7,
Gip,Crhr1,
Gip,Vipr2,
Gip,Htr6,
Gip,Pth1r,
Gip,Crhr2,
Gip,Htr4,
Nps,Tshr,
Nps,Tacr2,
Nps,Lhcgr,
Nps,Fshr,
Nps,Ednrb,
Nps,Hrh2,
Nps,Fpr2,
Nps,Ednra,
Nps,Tacr1,
Nps,F2r,
Nps,Htr2a,
Nps,Htr2c,
Nps,Nmbr,
Nps,Tacr3,
Nps,Bdkrb2,
Nps,Avpr2,
Nps,Grpr,
Nps,Agtr1a,
Nps,Oxtr,
Nps,Gnrhr,
Nps,Calcr,
Nps,Ntsr1,
Nps,Cckar,
Nps,Cckbr,
Nps,Vipr1,
Nps,Mc4r,
Nps,Mc5r,
Nps,Htr7,
Nps,Trhr,
Nps,Crhr1,
Nps,Hrh1,
Nps,Avpr1a,
Nps,Adcyap1r1,
Nps,Vipr2,
Nps,Htr2b,
Nps,Mc3r,
Nps,Glp1r,
Nps,Xcr1,
Nps,Bdkrb1,
Nps,Gcgr,
Nps,Sctr,
Nps,Avpr1b,
Nps,Gipr,
Nps,Pth2r,
Nps,Htr6,
Nps,F2rl1,
Nps,Mc2r,
Nps,Mc1r,
Nps,Ghrhr,
Nps,Pth1r,
Nps,Crhr2,
Nps,Htr4,
Nps,Calcrl,
Nps,Prokr2,
Nps,Prokr1,
Nps,Rxfp2,
Nps,Lpar1,
Nps,Ghsr,
Nps,Kiss1r,
Nps,Qrfpr,
Nps,F2rl3,
Nps,Lpar4,
Nps,Mchr1,
Nps,Nmur2,
Nps,Npffr1,
Nps,Nmur1,
Nps,Lpar2,
Nps,Rxfp1,
Nps,Uts2r,
Nps,Npffr2,
Saa1,Tacr2,
Saa2,Tacr2,
Saa1,C5ar1,
Saa2,C5ar1,
Saa1,Ednrb,
Saa2,Ednrb,
Saa1,Cxcr1,
Saa2,Cxcr1,
Saa1,Cxcr2,
Saa2,Cxcr2,
Saa1,Ednra,
Saa2,Ednra,
Saa1,Tacr1,
Saa2,Tacr1,
Saa1,Ackr3,
Saa2,Ackr3,
Saa1,F2r,
Saa2,F2r,
Saa1,Npy1r,
Saa2,Npy1r,
Saa1,Htr1d,
Saa2,Htr1d,
Saa1,Htr1b,
Saa2,Htr1b,
Saa1,Htr2a,
Saa2,Htr2a,
Saa1,Htr2c,
Saa2,Htr2c,
Saa1,Nmbr,
Saa2,Nmbr,
Saa1,Tacr3,
